1,Grady Sizemore*\sizemgr01,23,CLE,162,751,31,6,2,0,3,43,4.2,25,68,6.6,.525,.525,6.6,0.4,68,$500000,Traded,*8/D
2,Vernon Wells\wellsve01,27,TOR,154,677,24,-1,1,11,3,39,3.9,24,63,6.2,.525,.523,5.1,1.4,52,$4470000,Amateur Draft,*8/D
3,Carlos Guillen#\guillca01,30,DET,153,622,32,2,-1,-2,7,38,3.7,23,61,6.0,.524,.522,6.1,0.5,63,$5000000,Traded,*6/3D
4,Travis Hafner*\hafnetr01,29,CLE,129,564,54,-2,-0,1,-12,40,4.0,20,61,5.9,.530,.524,5.8,-1.0,60,$2700000,Traded,*D/3
5,Joe Mauer*\mauerjo01,23,MIN,140,608,34,2,-1,-4,6,38,3.7,22,60,5.8,.526,.522,6.2,0.3,64,$400000,Amateur Draft,*2D
6,David Ortiz*\ortizda01,30,BOS,151,686,48,-1,1,1,-14,35,3.5,24,59,5.7,.522,.521,5.6,-1.2,58,$6500000,Free Agency,*D3
7,Derek Jeter\jeterde01,32,NYY,154,715,36,4,1,-16,7,33,3.2,24,57,5.5,.520,.519,7.1,-0.8,73,$20600000,Amateur Draft,*6/D
8,Adrian Beltre\beltrad01,27,SEA,156,681,8,1,-0,19,3,30,3.1,25,55,5.4,.519,.518,3.5,2.2,36,$12900000,Free Agency,*5/4D
9,Ichiro Suzuki*\suzukic01,32,SEA,161,752,8,8,4,13,-4,28,2.8,25,53,5.3,.517,.517,4.0,0.9,40,$12500000,Purchased,*98/D
10,Gary Matthews#\matthga02,31,TEX,147,690,18,-3,1,10,3,29,3.0,23,52,5.2,.519,.518,4.2,1.3,42,$2387500,Free Agency,*8/9D
11,Reed Johnson\johnsre02,29,TOR,134,517,18,2,-1,19,-5,32,3.2,19,52,5.1,.524,.519,3.2,1.4,33,$1425000,Amateur Draft,*798/D
12,Brandon Inge\ingebr01,29,DET,159,601,1,0,-1,24,3,27,2.8,23,50,4.9,.517,.516,2.6,2.7,26,$3000000,Amateur Draft,*5
13,Jim Thome*\thomeji01,35,CHW,143,610,40,-1,2,0,-13,28,2.8,22,50,4.9,.518,.516,4.9,-1.2,50,$14166667,Traded,*D/3
14,Joe Crede\credejo01,28,CHW,150,586,4,-2,-2,23,3,26,2.7,22,48,4.8,.517,.516,2.5,2.6,25,$2675000,Amateur Draft,*5
15,Alex Rios\riosal01,25,TOR,128,498,12,3,-0,18,-4,28,2.8,19,47,4.6,.522,.517,2.9,1.4,29,$354000,Amateur Draft,*9/8
16,Jermaine Dye\dyeje01,32,CHW,146,611,43,-4,-2,-8,-6,24,2.4,23,47,4.6,.516,.514,5.3,-1.3,55,$5000000,Free Agency,*9
17,Raul Ibanez*\ibanera01,34,SEA,159,699,18,0,0,9,-7,21,2.1,25,46,4.5,.513,.512,3.6,0.3,37,$4250000,Free Agency,*7/D
18,Carl Crawford*\crawfca02,24,TBD,151,653,11,8,5,4,-6,22,2.2,24,46,4.5,.514,.513,4.1,-0.2,42,$2625000,Amateur Draft,*7/D8
19,Manny Ramirez\ramirma02,34,BOS,130,558,46,-2,-2,-12,-5,26,2.5,20,46,4.5,.519,.515,5.6,-1.6,58,$18279238,Free Agency,*7/D
20,Miguel Tejada\tejadmi01,32,BAL,162,709,24,1,0,-11,7,20,2.0,25,45,4.5,.512,.512,5.5,-0.4,56,$11811415,Free Agency,*6D
