1,David Ortiz*\ortizda01,30,BOS,686,415,152,9.8,115,.270,.287,.281,.413,.347,.636,.447,1.049,.794,161,.759,54.5,5.0,1.168,.565,.349,2.0,*D3
2,Grady Sizemore*\sizemgr01,23,CLE,751,478,140,7.8,110,.339,.290,.274,.375,.339,.533,.436,.907,.775,133,.677,33.3,3.0,.964,.386,.243,24.6,*8/D
3,Travis Hafner*\hafnetr01,29,CLE,564,326,136,11.1,110,.323,.308,.274,.439,.339,.659,.436,1.097,.775,181,.800,59.2,5.4,1.253,.570,.350,.0,*D/3
4,Derek Jeter\jeterde01,32,NYY,715,438,133,8.1,112,.391,.343,.277,.417,.341,.483,.440,.900,.781,132,.691,33.3,3.0,.963,.297,.140,19.8,*6/D
5,Jim Thome*\thomeji01,35,CHW,610,360,132,9.8,114,.321,.288,.280,.416,.345,.598,.445,1.014,.791,155,.759,44.8,4.1,1.150,.529,.310,.0,*D/3
6,Jermaine Dye\dyeje01,32,CHW,611,394,127,8.6,114,.328,.315,.280,.385,.345,.622,.445,1.006,.791,151,.714,40.5,3.7,1.044,.423,.306,12.1,*9
7,Manny Ramirez\ramirma02,34,BOS,558,327,126,10.3,115,.341,.321,.281,.439,.347,.619,.447,1.058,.794,165,.776,49.4,4.5,1.185,.519,.298,.0,*7/D
8,Justin Morneau*\morneju01,25,MIN,661,426,125,7.8,109,.328,.321,.273,.375,.337,.559,.434,.934,.771,140,.677,36.0,3.3,.937,.328,.238,5.5,*3/D
9,Vladimir Guerrero\guerrvl01,31,LAA,665,432,123,7.6,111,.327,.329,.275,.382,.340,.552,.438,.934,.778,138,.665,34.0,3.1,.932,.321,.222,20.6,*9D
10,Mark Teixeira#\teixema01,26,TEX,727,474,121,6.8,112,.304,.282,.276,.371,.341,.514,.440,.886,.781,126,.619,26.1,2.4,.893,.377,.232,3.8,*3/D
11,Vernon Wells\wellsve01,27,TOR,677,452,119,7.0,111,.307,.303,.275,.357,.340,.542,.438,.899,.778,129,.632,25.8,2.4,.905,.349,.239,22.2,*8/D
12,Ichiro Suzuki*\suzukic01,32,SEA,752,478,118,6.6,108,.348,.322,.272,.370,.336,.416,.432,.786,.768,106,.604,6.0,0.6,.813,.226,.094,15.0,*98/D
13,Alex Rodriguez\rodrial01,30,NYY,674,436,117,7.1,112,.326,.290,.276,.392,.341,.523,.440,.914,.781,134,.640,30.8,2.8,.944,.409,.233,21.0,*5/D
14,Gary Matthews#\matthga02,31,TEX,690,449,116,6.9,112,.343,.313,.276,.371,.341,.495,.440,.866,.781,121,.624,20.8,1.9,.844,.281,.182,13.1,*8/9D
15,Miguel Tejada\tejadmi01,32,BAL,709,470,115,6.5,110,.345,.330,.274,.379,.339,.498,.436,.878,.775,126,.600,26.0,2.4,.823,.245,.168,9.6,*6D
16,Paul Konerko\konerpa01,30,CHW,643,423,114,7.2,114,.326,.313,.280,.381,.345,.551,.445,.932,.791,134,.642,29.7,2.7,.920,.346,.239,1.9,*3D
17,Jason Giambi*\giambja01,35,NYY,579,350,112,8.5,112,.245,.253,.276,.413,.341,.558,.440,.971,.781,148,.711,38.1,3.5,1.099,.556,.305,3.8,D3
18,Carlos Guillen#\guillca01,30,DET,622,398,112,7.5,111,.351,.320,.275,.400,.340,.519,.438,.920,.778,136,.660,32.0,2.9,.934,.350,.199,19.5,*6/3D
19,Raul Ibanez*\ibanera01,34,SEA,699,469,112,6.4,108,.305,.289,.272,.353,.336,.516,.432,.869,.768,125,.590,22.4,2.0,.838,.327,.227,3.8,*7/D
20,Joe Mauer*\mauerjo01,23,MIN,608,374,111,7.9,109,.364,.347,.273,.429,.337,.507,.434,.936,.771,144,.682,39.2,3.6,.951,.321,.159,9.9,*2D
21,Johnny Damon*\damonjo01,32,NYY,671,445,108,6.5,112,.297,.285,.277,.359,.341,.482,.440,.841,.781,115,.597,13.3,1.2,.849,.336,.197,24.5,*8D/3
22,Carl Crawford*\crawfca02,24,TBD,653,445,106,6.3,110,.331,.305,.274,.348,.339,.482,.436,.830,.775,113,.589,8.6,0.8,.873,.320,.177,27.5,*7/D8
23,Nick Swisher#\swishni01,25,OAK,672,438,106,6.4,108,.283,.254,.272,.372,.336,.493,.432,.864,.768,125,.596,23.1,2.1,.886,.412,.239,1.9,37/D89
24,Michael Young\youngmi02,29,TEX,748,512,106,5.5,112,.345,.314,.277,.356,.341,.459,.440,.814,.781,108,.526,9.6,0.9,.734,.220,.145,9.3,*6/D
25,Michael Cuddyer\cuddymi01,27,MIN,635,416,105,6.7,109,.328,.284,.273,.362,.337,.504,.434,.867,.771,124,.614,20.9,1.9,.876,.343,.221,9.6,*9/3D7
26,Lyle Overbay*\overbly01,29,TOR,640,424,105,6.6,111,.342,.312,.275,.372,.340,.508,.438,.880,.778,125,.606,22.5,2.1,.839,.294,.196,8.1,*3D
27,Victor Martinez#\martivi01,27,CLE,652,424,100,6.3,110,.341,.316,.274,.391,.339,.465,.436,.856,.775,122,.585,22.2,2.0,.813,.273,.149,.0,*23/D
28,Frank Thomas\thomafr04,38,OAK,559,359,100,7.4,108,.247,.270,.272,.381,.336,.545,.432,.926,.768,140,.656,28.8,2.6,.966,.448,.275,.0,*D
29,Kevin Youkilis\youklke01,27,BOS,680,435,100,6.1,115,.327,.279,.281,.381,.347,.429,.447,.810,.794,106,.573,9.7,0.9,.818,.315,.149,7.2,*375
30,Richie Sexson\sexsori01,31,SEA,663,457,98,5.7,108,.300,.264,.272,.338,.336,.504,.432,.842,.768,117,.542,15.0,1.4,.808,.349,.240,1.9,*3/D
31,Magglio Ordonez\ordonma01,32,DET,646,437,96,5.8,111,.315,.298,.275,.350,.340,.477,.438,.827,.778,112,.553,9.8,0.9,.760,.250,.179,1.9,*9/D
32,Troy Glaus\glaustr01,29,TOR,634,436,95,5.8,111,.263,.252,.275,.355,.340,.513,.438,.868,.778,122,.549,17.8,1.6,.852,.422,.261,5.6,*5/6D
33,Adrian Beltre\beltrad01,27,SEA,681,478,92,5.1,108,.294,.268,.272,.328,.336,.465,.432,.792,.768,105,.492,3.9,0.4,.741,.282,.197,15.3,*5/4D
34,Curtis Granderson*\grandcu01,25,DET,679,463,92,5.3,111,.333,.260,.275,.335,.340,.438,.438,.773,.778,98,.507,-1.8,-0.2,.742,.294,.178,11.3,*8
35,Jorge Posada#\posadjo01,34,NYY,545,351,90,6.8,112,.303,.277,.277,.374,.341,.492,.440,.867,.781,122,.621,16.7,1.5,.887,.359,.215,5.3,*2/D3
