1,Alex Rodriguez\rodrial01,29,NYY,162,715,66,0,2,0,3,70,6.9,26,96,9.4,.542,.542,9.4,0.3,96,$26000000,Traded,*5/6D
2,Brian Roberts#\roberbr01,27,BAL,143,640,32,-1,2,15,3,51,5.1,23,73,7.2,.535,.531,5.7,1.9,58,$390000,Amateur Draft,*4
3,Mark Teixeira#\teixema01,25,TEX,162,730,41,3,-0,13,-10,47,4.8,26,73,7.2,.529,.529,5.9,0.4,60,$3625000,Amateur Draft,*3/D
4,Grady Sizemore*\sizemgr01,22,CLE,158,706,25,3,1,10,3,42,4.2,25,67,6.6,.526,.526,5.6,1.4,57,$318300,Traded,*8
5,Vladimir Guerrero\guerrvl01,30,LAA,141,594,36,0,-1,8,-7,36,3.6,22,58,5.7,.525,.522,4.9,0.2,50,$12500000,Free Agency,*9D
6,Miguel Tejada\tejadmi01,31,BAL,162,704,25,1,-4,4,8,34,3.4,26,59,5.9,.521,.521,5.5,1.2,55,$11000000,Free Agency,*6/D
7,Travis Hafner*\hafnetr01,28,CLE,137,578,48,-1,-1,0,-12,34,3.3,22,55,5.4,.524,.520,5.4,-1.2,55,$377400,Traded,*D/3
8,Jhonny Peralta\peraljh01,23,CLE,141,570,28,0,0,-5,7,31,3.0,21,52,5.1,.521,.519,5.6,0.2,57,$316700,Amateur Free Agent,*6
9,Placido Polanco\polanpl01,29,DET,86,378,16,1,-1,12,2,30,3.0,14,43,4.3,.534,.518,3.0,1.4,31,,Traded,4/5
10,Mark Ellis\ellisma01,28,OAK,122,486,20,-1,-1,7,3,29,2.9,18,47,4.7,.524,.518,4.0,1.0,40,$400000,Traded,*4/63D
11,Victor Martinez#\martivi01,26,CLE,147,622,24,-3,-2,0,9,29,2.9,23,52,5.2,.520,.518,5.2,0.9,52,$372100,Amateur Free Agent,*2/D
12,David Ortiz*\ortizda01,29,BOS,159,713,49,-4,0,-1,-15,28,2.8,25,54,5.3,.518,.517,5.4,-1.6,55,$5250000,Free Agency,*D3
13,Jason Giambi*\giambja01,34,NYY,139,545,43,-1,1,-6,-10,26,2.6,20,47,4.6,.519,.516,5.2,-1.6,53,$13428571,Free Agency,3D
14,David DeJesus*\dejesda01,25,KCR,122,523,11,1,1,10,2,25,2.6,19,45,4.4,.521,.516,3.4,1.3,35,$320000,Amateur Draft,*8
